	src	dest	pathway	source	type	src_tf	dest_tf	species
WNT5A_LRP6	WNT5A	LRP6	Pathways in cancer	KEGG	Process(activation)	NO	NO	Human
WNT5A_LRP6	WNT5A	LRP6	Breast cancer	KEGG	Process(activation)	NO	NO	Human
WNT5A_LRP6	WNT5A	LRP6	Hepatocellular carcinoma	KEGG	Process(activation)	NO	NO	Human
WNT5A_LRP6	WNT5A	LRP6	Gastric cancer	KEGG	Process(activation)	NO	NO	Human
WNT5A_LRP6	WNT5A	LRP6	TCF dependent signaling in response to WNT	Reactome	Control(Out: INHIBITION of BiochemicalReaction)	NO	NO	Human
WNT5A_RYK	WNT5A	RYK	Axon guidance	KEGG	Process(activation)	NO	NO	Human
WNT6_FZD4	WNT6	FZD4	mTOR signaling pathway	KEGG	Process(activation)	NO	NO	Human
WNT6_FZD4	WNT6	FZD4	Wnt signaling pathway	KEGG	Process(activation)	NO	NO	Human
WNT6_FZD4	WNT6	FZD4	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Human
WNT6_FZD4	WNT6	FZD4	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Human
WNT6_FZD4	WNT6	FZD4	Melanogenesis	KEGG	Process(phosphorylation),Process(activation)	NO	NO	Human
WNT6_FZD4	WNT6	FZD4	Cushing syndrome	KEGG	Process(activation)	NO	NO	Human
WNT6_FZD4	WNT6	FZD4	Human papillomavirus infection	KEGG	Process(activation)	NO	NO	Human
WNT6_FZD4	WNT6	FZD4	Pathways in cancer	KEGG	Process(activation)	NO	NO	Human
WNT6_FZD4	WNT6	FZD4	Proteoglycans in cancer	KEGG	Process(activation)	NO	NO	Human
WNT6_FZD4	WNT6	FZD4	Basal cell carcinoma	KEGG	Process(activation)	NO	NO	Human
WNT6_FZD4	WNT6	FZD4	Breast cancer	KEGG	Process(activation)	NO	NO	Human
WNT6_FZD4	WNT6	FZD4	Hepatocellular carcinoma	KEGG	Process(activation)	NO	NO	Human
WNT6_FZD4	WNT6	FZD4	Gastric cancer	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD10	WNT7A	FZD10	mTOR signaling pathway	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD10	WNT7A	FZD10	Wnt signaling pathway	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD10	WNT7A	FZD10	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD10	WNT7A	FZD10	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD10	WNT7A	FZD10	Melanogenesis	KEGG	Process(phosphorylation),Process(activation)	NO	NO	Human
WNT7A_FZD10	WNT7A	FZD10	Cushing syndrome	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD10	WNT7A	FZD10	Human papillomavirus infection	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD10	WNT7A	FZD10	Pathways in cancer	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD10	WNT7A	FZD10	Proteoglycans in cancer	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD10	WNT7A	FZD10	Basal cell carcinoma	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD10	WNT7A	FZD10	Breast cancer	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD10	WNT7A	FZD10	Hepatocellular carcinoma	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD10	WNT7A	FZD10	Gastric cancer	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD5	WNT7A	FZD5	mTOR signaling pathway	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD5	WNT7A	FZD5	Wnt signaling pathway	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD5	WNT7A	FZD5	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD5	WNT7A	FZD5	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD5	WNT7A	FZD5	Melanogenesis	KEGG	Process(phosphorylation),Process(activation)	NO	NO	Human
WNT7A_FZD5	WNT7A	FZD5	Cushing syndrome	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD5	WNT7A	FZD5	Human papillomavirus infection	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD5	WNT7A	FZD5	Pathways in cancer	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD5	WNT7A	FZD5	Proteoglycans in cancer	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD5	WNT7A	FZD5	Basal cell carcinoma	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD5	WNT7A	FZD5	Breast cancer	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD5	WNT7A	FZD5	Hepatocellular carcinoma	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD5	WNT7A	FZD5	Gastric cancer	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD9	WNT7A	FZD9	mTOR signaling pathway	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD9	WNT7A	FZD9	Wnt signaling pathway	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD9	WNT7A	FZD9	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD9	WNT7A	FZD9	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD9	WNT7A	FZD9	Melanogenesis	KEGG	Process(phosphorylation),Process(activation)	NO	NO	Human
WNT7A_FZD9	WNT7A	FZD9	Cushing syndrome	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD9	WNT7A	FZD9	Human papillomavirus infection	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD9	WNT7A	FZD9	Pathways in cancer	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD9	WNT7A	FZD9	Proteoglycans in cancer	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD9	WNT7A	FZD9	Basal cell carcinoma	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD9	WNT7A	FZD9	Breast cancer	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD9	WNT7A	FZD9	Hepatocellular carcinoma	KEGG	Process(activation)	NO	NO	Human
WNT7A_FZD9	WNT7A	FZD9	Gastric cancer	KEGG	Process(activation)	NO	NO	Human
WNT7A_LRP6	WNT7A	LRP6	mTOR signaling pathway	KEGG	Process(activation)	NO	NO	Human
WNT7A_LRP6	WNT7A	LRP6	Wnt signaling pathway	KEGG	Process(activation)	NO	NO	Human
WNT7A_LRP6	WNT7A	LRP6	Pathways in cancer	KEGG	Process(activation)	NO	NO	Human
WNT7A_LRP6	WNT7A	LRP6	Breast cancer	KEGG	Process(activation)	NO	NO	Human
WNT7A_LRP6	WNT7A	LRP6	Hepatocellular carcinoma	KEGG	Process(activation)	NO	NO	Human
WNT7A_LRP6	WNT7A	LRP6	Gastric cancer	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD1	WNT7B	FZD1	mTOR signaling pathway	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD1	WNT7B	FZD1	Wnt signaling pathway	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD1	WNT7B	FZD1	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD1	WNT7B	FZD1	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD1	WNT7B	FZD1	Melanogenesis	KEGG	Process(phosphorylation),Process(activation)	NO	NO	Human
WNT7B_FZD1	WNT7B	FZD1	Cushing syndrome	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD1	WNT7B	FZD1	Human papillomavirus infection	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD1	WNT7B	FZD1	Pathways in cancer	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD1	WNT7B	FZD1	Proteoglycans in cancer	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD1	WNT7B	FZD1	Basal cell carcinoma	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD1	WNT7B	FZD1	Breast cancer	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD1	WNT7B	FZD1	Hepatocellular carcinoma	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD1	WNT7B	FZD1	Gastric cancer	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD10	WNT7B	FZD10	mTOR signaling pathway	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD10	WNT7B	FZD10	Wnt signaling pathway	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD10	WNT7B	FZD10	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD10	WNT7B	FZD10	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD10	WNT7B	FZD10	Melanogenesis	KEGG	Process(phosphorylation),Process(activation)	NO	NO	Human
WNT7B_FZD10	WNT7B	FZD10	Cushing syndrome	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD10	WNT7B	FZD10	Human papillomavirus infection	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD10	WNT7B	FZD10	Pathways in cancer	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD10	WNT7B	FZD10	Proteoglycans in cancer	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD10	WNT7B	FZD10	Basal cell carcinoma	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD10	WNT7B	FZD10	Breast cancer	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD10	WNT7B	FZD10	Hepatocellular carcinoma	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD10	WNT7B	FZD10	Gastric cancer	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD4	WNT7B	FZD4	mTOR signaling pathway	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD4	WNT7B	FZD4	Wnt signaling pathway	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD4	WNT7B	FZD4	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD4	WNT7B	FZD4	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD4	WNT7B	FZD4	Melanogenesis	KEGG	Process(phosphorylation),Process(activation)	NO	NO	Human
WNT7B_FZD4	WNT7B	FZD4	Cushing syndrome	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD4	WNT7B	FZD4	Human papillomavirus infection	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD4	WNT7B	FZD4	Pathways in cancer	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD4	WNT7B	FZD4	Proteoglycans in cancer	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD4	WNT7B	FZD4	Basal cell carcinoma	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD4	WNT7B	FZD4	Breast cancer	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD4	WNT7B	FZD4	Hepatocellular carcinoma	KEGG	Process(activation)	NO	NO	Human
WNT7B_FZD4	WNT7B	FZD4	Gastric cancer	KEGG	Process(activation)	NO	NO	Human
WNT7B_LRP5	WNT7B	LRP5	mTOR signaling pathway	KEGG	Process(activation)	NO	NO	Human
WNT7B_LRP5	WNT7B	LRP5	Wnt signaling pathway	KEGG	Process(activation)	NO	NO	Human
WNT7B_LRP5	WNT7B	LRP5	Pathways in cancer	KEGG	Process(activation)	NO	NO	Human
WNT7B_LRP5	WNT7B	LRP5	Breast cancer	KEGG	Process(activation)	NO	NO	Human
WNT7B_LRP5	WNT7B	LRP5	Hepatocellular carcinoma	KEGG	Process(activation)	NO	NO	Human
WNT7B_LRP5	WNT7B	LRP5	Gastric cancer	KEGG	Process(activation)	NO	NO	Human
WNT9B_LRP6	WNT9B	LRP6	mTOR signaling pathway	KEGG	Process(activation)	NO	NO	Human
WNT9B_LRP6	WNT9B	LRP6	Wnt signaling pathway	KEGG	Process(activation)	NO	NO	Human
WNT9B_LRP6	WNT9B	LRP6	Pathways in cancer	KEGG	Process(activation)	NO	NO	Human
WNT9B_LRP6	WNT9B	LRP6	Breast cancer	KEGG	Process(activation)	NO	NO	Human
WNT9B_LRP6	WNT9B	LRP6	Hepatocellular carcinoma	KEGG	Process(activation)	NO	NO	Human
WNT9B_LRP6	WNT9B	LRP6	Gastric cancer	KEGG	Process(activation)	NO	NO	Human
Wnt10a_Fzd10	Wnt10a	Fzd10	mTOR signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Wnt10a_Fzd10	Wnt10a	Fzd10	Wnt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Wnt10a_Fzd10	Wnt10a	Fzd10	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Wnt10a_Fzd10	Wnt10a	Fzd10	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Mouse
Wnt10a_Fzd10	Wnt10a	Fzd10	Melanogenesis	KEGG	Process(activation),Process(phosphorylation)	NO	NO	Mouse
Wnt10a_Fzd10	Wnt10a	Fzd10	Cushing syndrome	KEGG	Process(activation)	NO	NO	Mouse
Wnt10a_Fzd10	Wnt10a	Fzd10	Human papillomavirus infection	KEGG	Process(activation)	NO	NO	Mouse
Wnt10a_Fzd10	Wnt10a	Fzd10	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt10a_Fzd10	Wnt10a	Fzd10	Proteoglycans in cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt10a_Fzd10	Wnt10a	Fzd10	Basal cell carcinoma	KEGG	Process(activation)	NO	NO	Mouse
Wnt10a_Fzd10	Wnt10a	Fzd10	Breast cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt10a_Fzd10	Wnt10a	Fzd10	Hepatocellular carcinoma	KEGG	Process(activation)	NO	NO	Mouse
Wnt10a_Fzd10	Wnt10a	Fzd10	Gastric cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd4	Wnt10b	Fzd4	mTOR signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd4	Wnt10b	Fzd4	Wnt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd4	Wnt10b	Fzd4	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd4	Wnt10b	Fzd4	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd4	Wnt10b	Fzd4	Melanogenesis	KEGG	Process(activation),Process(phosphorylation)	NO	NO	Mouse
Wnt10b_Fzd4	Wnt10b	Fzd4	Cushing syndrome	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd4	Wnt10b	Fzd4	Human papillomavirus infection	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd4	Wnt10b	Fzd4	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd4	Wnt10b	Fzd4	Proteoglycans in cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd4	Wnt10b	Fzd4	Basal cell carcinoma	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd4	Wnt10b	Fzd4	Breast cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd4	Wnt10b	Fzd4	Hepatocellular carcinoma	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd4	Wnt10b	Fzd4	Gastric cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd5	Wnt10b	Fzd5	mTOR signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd5	Wnt10b	Fzd5	Wnt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd5	Wnt10b	Fzd5	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd5	Wnt10b	Fzd5	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd5	Wnt10b	Fzd5	Melanogenesis	KEGG	Process(activation),Process(phosphorylation)	NO	NO	Mouse
Wnt10b_Fzd5	Wnt10b	Fzd5	Cushing syndrome	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd5	Wnt10b	Fzd5	Human papillomavirus infection	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd5	Wnt10b	Fzd5	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd5	Wnt10b	Fzd5	Proteoglycans in cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd5	Wnt10b	Fzd5	Basal cell carcinoma	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd5	Wnt10b	Fzd5	Breast cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd5	Wnt10b	Fzd5	Hepatocellular carcinoma	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd5	Wnt10b	Fzd5	Gastric cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd6	Wnt10b	Fzd6	mTOR signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd6	Wnt10b	Fzd6	Wnt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd6	Wnt10b	Fzd6	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd6	Wnt10b	Fzd6	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd6	Wnt10b	Fzd6	Melanogenesis	KEGG	Process(activation),Process(phosphorylation)	NO	NO	Mouse
Wnt10b_Fzd6	Wnt10b	Fzd6	Cushing syndrome	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd6	Wnt10b	Fzd6	Human papillomavirus infection	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd6	Wnt10b	Fzd6	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd6	Wnt10b	Fzd6	Proteoglycans in cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd6	Wnt10b	Fzd6	Basal cell carcinoma	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd6	Wnt10b	Fzd6	Breast cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd6	Wnt10b	Fzd6	Hepatocellular carcinoma	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd6	Wnt10b	Fzd6	Gastric cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd7	Wnt10b	Fzd7	mTOR signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd7	Wnt10b	Fzd7	Wnt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd7	Wnt10b	Fzd7	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd7	Wnt10b	Fzd7	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd7	Wnt10b	Fzd7	Melanogenesis	KEGG	Process(activation),Process(phosphorylation)	NO	NO	Mouse
Wnt10b_Fzd7	Wnt10b	Fzd7	Cushing syndrome	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd7	Wnt10b	Fzd7	Human papillomavirus infection	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd7	Wnt10b	Fzd7	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd7	Wnt10b	Fzd7	Proteoglycans in cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd7	Wnt10b	Fzd7	Basal cell carcinoma	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd7	Wnt10b	Fzd7	Breast cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd7	Wnt10b	Fzd7	Hepatocellular carcinoma	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd7	Wnt10b	Fzd7	Gastric cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd8	Wnt10b	Fzd8	mTOR signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd8	Wnt10b	Fzd8	Wnt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd8	Wnt10b	Fzd8	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd8	Wnt10b	Fzd8	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd8	Wnt10b	Fzd8	Melanogenesis	KEGG	Process(activation),Process(phosphorylation)	NO	NO	Mouse
Wnt10b_Fzd8	Wnt10b	Fzd8	Cushing syndrome	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd8	Wnt10b	Fzd8	Human papillomavirus infection	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd8	Wnt10b	Fzd8	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd8	Wnt10b	Fzd8	Proteoglycans in cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd8	Wnt10b	Fzd8	Basal cell carcinoma	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd8	Wnt10b	Fzd8	Breast cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd8	Wnt10b	Fzd8	Hepatocellular carcinoma	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Fzd8	Wnt10b	Fzd8	Gastric cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Lrp6	Wnt10b	Lrp6	mTOR signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Lrp6	Wnt10b	Lrp6	Wnt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Lrp6	Wnt10b	Lrp6	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Lrp6	Wnt10b	Lrp6	Breast cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Lrp6	Wnt10b	Lrp6	Hepatocellular carcinoma	KEGG	Process(activation)	NO	NO	Mouse
Wnt10b_Lrp6	Wnt10b	Lrp6	Gastric cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt11_Fzd7	Wnt11	Fzd7	mTOR signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Wnt11_Fzd7	Wnt11	Fzd7	Wnt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Wnt11_Fzd7	Wnt11	Fzd7	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Wnt11_Fzd7	Wnt11	Fzd7	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Mouse
Wnt11_Fzd7	Wnt11	Fzd7	Melanogenesis	KEGG	Process(activation),Process(phosphorylation)	NO	NO	Mouse
Wnt11_Fzd7	Wnt11	Fzd7	Cushing syndrome	KEGG	Process(activation)	NO	NO	Mouse
Wnt11_Fzd7	Wnt11	Fzd7	Human papillomavirus infection	KEGG	Process(activation)	NO	NO	Mouse
Wnt11_Fzd7	Wnt11	Fzd7	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt11_Fzd7	Wnt11	Fzd7	Proteoglycans in cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt11_Fzd7	Wnt11	Fzd7	Basal cell carcinoma	KEGG	Process(activation)	NO	NO	Mouse
Wnt11_Fzd7	Wnt11	Fzd7	Breast cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt11_Fzd7	Wnt11	Fzd7	Hepatocellular carcinoma	KEGG	Process(activation)	NO	NO	Mouse
Wnt11_Fzd7	Wnt11	Fzd7	Gastric cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt1_Fzd1	Wnt1	Fzd1	mTOR signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Wnt1_Fzd1	Wnt1	Fzd1	Wnt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Wnt1_Fzd1	Wnt1	Fzd1	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Wnt1_Fzd1	Wnt1	Fzd1	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Mouse
Wnt1_Fzd1	Wnt1	Fzd1	Melanogenesis	KEGG	Process(activation),Process(phosphorylation)	NO	NO	Mouse
Wnt1_Fzd1	Wnt1	Fzd1	Cushing syndrome	KEGG	Process(activation)	NO	NO	Mouse
Wnt1_Fzd1	Wnt1	Fzd1	Human papillomavirus infection	KEGG	Process(activation)	NO	NO	Mouse
Wnt1_Fzd1	Wnt1	Fzd1	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt1_Fzd1	Wnt1	Fzd1	Proteoglycans in cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt1_Fzd1	Wnt1	Fzd1	Basal cell carcinoma	KEGG	Process(activation)	NO	NO	Mouse
Wnt1_Fzd1	Wnt1	Fzd1	Breast cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt1_Fzd1	Wnt1	Fzd1	Hepatocellular carcinoma	KEGG	Process(activation)	NO	NO	Mouse
Wnt1_Fzd1	Wnt1	Fzd1	Gastric cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt1_Fzd10	Wnt1	Fzd10	mTOR signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Wnt1_Fzd10	Wnt1	Fzd10	Wnt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Wnt1_Fzd10	Wnt1	Fzd10	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Wnt1_Fzd10	Wnt1	Fzd10	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Mouse
Wnt1_Fzd10	Wnt1	Fzd10	Melanogenesis	KEGG	Process(activation),Process(phosphorylation)	NO	NO	Mouse
Wnt1_Fzd10	Wnt1	Fzd10	Cushing syndrome	KEGG	Process(activation)	NO	NO	Mouse
Wnt1_Fzd10	Wnt1	Fzd10	Human papillomavirus infection	KEGG	Process(activation)	NO	NO	Mouse
Wnt1_Fzd10	Wnt1	Fzd10	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt1_Fzd10	Wnt1	Fzd10	Proteoglycans in cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt1_Fzd10	Wnt1	Fzd10	Basal cell carcinoma	KEGG	Process(activation)	NO	NO	Mouse
Wnt1_Fzd10	Wnt1	Fzd10	Breast cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt1_Fzd10	Wnt1	Fzd10	Hepatocellular carcinoma	KEGG	Process(activation)	NO	NO	Mouse
Wnt1_Fzd10	Wnt1	Fzd10	Gastric cancer	KEGG	Process(activation)	NO	NO	Mouse
Wnt1_Fzd5	Wnt1	Fzd5	mTOR signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Wnt1_Fzd5	Wnt1	Fzd5	Wnt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Wnt1_Fzd5	Wnt1	Fzd5	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Wnt1_Fzd5	Wnt1	Fzd5	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Mouse
Wnt1_Fzd5	Wnt1	Fzd5	Melanogenesis	KEGG	Process(activation),Process(phosphorylation)	NO	NO	Mouse
